1	0.jpg	0.875076	1	0.761465	0.177322	0.354829	0.543704	0.0375114	0.501042	0.099689	0.27335	0.245026	0.432764	0.303841	0.10755	0.451646	0.0410853	0.173881	0.280203	0.245859	0.238394	0.109043	0.30903	0.0406359	0.324487	0.00489276	0.250252	0.198969	0.253068	0.23062	0.161493	0.30563	0.0489758	0.324327	0.0388456	0.191623	0.109963	0.245527	0.121654	0.263585	0.13795	0.137596	0.270845	0.118674	0.164159	0.151398	0.203159	0.0486503	0.235233	0.0253762	0.0447927	0.115924	0.101913	0.150322	0.0840197	0.105815	0.229845	0.0961668	0.0322554	0.10529	0.0631639	0.121054	0.0231704	0.273866	0.143066	0	0	0	0	0	0	0	0
2	1.jpg	0.912763	1	0.823226	0.398458	0.534515	0.626576	0.268137	0.53398	0.459021	0.187105	0.355222	0.713639	0.213543	0.172985	0.533119	0.19805	0.181385	0.0680224	0.263674	0.650017	0.120693	0.14246	0.0842355	0.563413	0.11394	0.102006	0.200303	0.0273736	0.199758	0.343151	0.0943997	0.212443	0.0222226	0.158868	0.466636	0.0321248	0.0522682	0.193196	0.0800667	0.325843	0.26522	0.237406	0.00738031	0.160515	0.127579	0.319618	0.0629643	0.323212	0.050657	0.0402432	0.132486	0.140221	0.234549	0.304129	0.210263	0.244286	0.0237224	0.122625	0.124195	0.193954	0.372004	0.0295957	0.274489	0.0797176	0	0	0	0	0	0	0	0
3	2.jpg	0.868709	1	0.763628	0.177288	0.398381	0.603278	0.272894	0.587676	0.052268	0.39736	0.349666	0.340006	0.396701	0.280909	0.468945	0.0614995	0.262915	0.412511	0.352021	0.179332	0.0951101	0.406883	0.133991	0.317839	0.0276806	0.0203397	0.244061	0.125417	0.298976	0.179916	0.0125939	0.0210794	0.163381	0.158639	0.236113	0.0222536	0.0943691	0.155659	0.0693779	0.0649981	0.215026	0.140456	0.217454	0.220753	0.0917011	0.123658	0.129898	0.223674	0.121675	0.294448	0.180246	0.202155	0.128962	0.0241868	0.246704	0.254444	0.291928	0.0870127	0.203416	0.142752	0.0256924	0.214154	0.166508	0.0531268	0	0	0	0	0	0	0	0
4	3.jpg	0.808558	1	0.834278	0.0935166	0.477875	0.31119	0.118207	0.42088	0.0313387	0.124504	0.324158	0.146414	0.155468	0.157463	0.202393	0.0582788	0.0783199	0.118623	0.145652	0.155689	0.193171	0.143256	0.0537763	0.155264	0.0618318	0.309787	0.0837239	0.088313	0.0620982	0.154196	0.312443	0.0336828	0.120922	0.065581	0.171567	0.0549529	0.215871	0.119159	0.100615	0.155024	0.115002	0.130474	0.121313	0.131709	0.0639337	0.176453	0.0339577	0.134335	0.0643597	0.131491	0.0689974	0.0529327	0.16067	0.105631	0.118391	0.146529	0.123793	0.062077	0.0389133	0.148945	0.12271	0.0774988	0.121267	0.0291274	0	0	0	0	0	0	0	0
5	4.jpg	0.726194	1	0.951845	0.465675	0.736569	0.192754	0.529281	0.247453	0.0389937	0.398885	0.16512	0.10091	0.277186	0.0561798	0.180982	0.228566	0.128453	0.219369	0.243099	0.162092	0.108107	0.252308	0.175714	0.0833845	0.0684279	0.209087	0.153521	0.0426924	0.0559279	0.103702	0.250077	0.0959487	0.148806	0.130968	0.0979345	0.0287614	0.231639	0.186034	0.213343	0.130107	0.0407354	0.0508125	0.189536	0.200604	0.200486	0.0873399	0.0579225	0.0644499	0.161278	0.147936	0.142798	0.165226	0.138684	0.133192	0.0549854	0.0952646	0.106203	0.13571	0.119034	0.202251	0.148292	0.0150544	0.0683811	0.138586	0	0	0	0	0	0	0	0
6	5.jpg	0.83186	1	0.78471	0.0107575	0.389155	0.416525	0.117635	0.450606	0.0849448	0.2685	0.240503	0.212958	0.265197	0.102001	0.289766	0.123195	0.137309	0.305843	0.153712	0.071783	0.240021	0.400872	0.139535	0.170489	0.0306257	0.401279	0.380493	0.329717	0.123488	0.0669441	0.427936	0.312265	0.397707	0.027213	0.0907323	0.0405485	0.31487	0.252701	0.319581	0.160772	0.0815846	0.0701224	0.153483	0.190793	0.161131	0.222917	0.0868732	0.0765896	0.145368	0.140084	0.100487	0.0956727	0.192053	0.177184	0.0217783	0.134743	0.183884	0.00381419	0.161919	0.0931843	0.236916	0.127915	0.105499	0.131826	0	0	0	0	0	0	0	0
7	6.jpg	0.898417	1	0.745295	0.250069	0.329168	0.551685	0.123676	0.480573	0.34925	0.363164	0.278056	0.703173	0.409549	0.179426	0.624277	0.0923111	0.280564	0.254972	0.427398	0.476704	0.0992845	0.28237	0.290024	0.53437	0.337905	0.140634	0.237815	0.24682	0.258126	0.189975	0.197721	0.195345	0.217829	0.287181	0.387718	0.0636843	0.159907	0.211631	0.144377	0.431262	0.255411	0.129647	0.0948701	0.221597	0.0534668	0.420034	0.0838125	0.322081	0.101147	0.086829	0.177541	0.0207036	0.310537	0.324556	0.340635	0.199312	0.0815041	0.0993888	0.0402943	0.18437	0.356143	0.140005	0.264396	0.0702235	0	0	0	0	0	0	0	0
8	7.jpg	0.887525	1	0.774334	0.25196	0.37689	0.603766	0.0436178	0.6287	0.0841038	0.273727	0.448955	0.244984	0.313652	0.242636	0.229511	0.404152	0.189808	0.300289	0.117694	0.471875	0.138753	0.409444	0.0717387	0.303218	0.386532	0.27349	0.39413	0.267347	0.16299	0.7334	0.31265	0.272562	0.388898	0.156214	0.623296	0.134153	0.21353	0.117548	0.382383	0.198446	0.379065	0.373793	0.0320705	0.067248	0.263103	0.251313	0.241718	0.472294	0.158309	0.161032	0.138444	0.130076	0.274534	0.200797	0.291104	0.200895	0.259553	0.181458	0.174675	0.225684	0.119638	0.140701	0.35807	0.0547352	0	0	0	0	0	0	0	0
9	8.jpg	0.833182	1	0.794834	0.00170292	0.399394	0.385185	0.0103903	0.405733	0.0725161	0.273241	0.222498	0.406622	0.360273	0.124559	0.47166	0.168189	0.309982	0.241261	0.297652	0.131997	0.22665	0.242548	0.0672065	0.31714	0.111268	0.178295	0.137918	0.212619	0.286786	0.05929	0.123517	0.12219	0.27681	0.083965	0.0729097	0.186643	0.0552653	0.195767	0.188206	0.155295	0.105963	0.202712	0.111157	0.192865	0.0221082	0.301499	0.0282451	0.148205	0.0128349	0.16081	0.177227	0.140358	0.302984	0.129997	0.13651	0.164102	0.131491	0.24748	0.198642	0.19537	0.241174	0.13217	0.178764	0.0605949	0	0	0	0	0	0	0	0
10	9.jpg	0.882359	1	0.777461	0.29114	0.455688	0.741871	0.26996	0.691891	0.0712095	0.250394	0.394932	0.497806	0.168711	0.123105	0.742982	0.275845	0.0912539	0.181195	0.618864	0.0707777	0.230287	0.228867	0.331757	0.410674	0.0711372	0.297715	0.224023	0.242535	0.628503	0.271853	0.224515	0.24751	0.308739	0.558264	0.227785	0.0153459	0.0696381	0.254585	0.331484	0.332985	0.148911	0.230629	0.179255	0.181765	0.384688	0.171827	0.335218	0.435628	0.121463	0.296219	0.0422563	0.44393	0.141371	0.324102	0.314181	0.0612784	0.286957	0.113324	0.422036	0.241347	0.22358	0.0540668	0.274827	0.0168986	0	0	0	0	0	0	0	0
11	10.jpg	0.80783	1	0.800314	0.148831	0.38102	0.268272	0.155434	0.404387	0.126185	0.412956	0.277796	0.0954883	0.476102	0.0161725	0.0354312	0.424066	0.335219	0.236118	0.0313441	0.346241	0.0919438	0.316131	0.0238902	0.14676	0.212043	0.156118	0.213188	0.0791319	0.119088	0.486683	0.291211	0.0167786	0.17262	0.11735	0.36484	0.209779	0.300431	0.178748	0.196968	0.108404	0.123981	0.18396	0.211624	0.253421	0.153828	0.100534	0.177808	0.342904	0.162917	0.0933348	0.204243	0.140099	0.110041	0.194927	0.189276	0.0287818	0.0829559	0.116656	0.16697	0.138309	0.141405	0.0723208	0.198979	0.0482844	0	0	0	0	0	0	0	0
12	11.jpg	0.866852	1	0.7512	0.0996782	0.346105	0.47802	0.217138	0.498001	0.0396543	0.360491	0.294222	0.235637	0.321704	0.233199	0.261306	0.340017	0.140948	0.387642	0.205489	0.493118	0.0979566	0.382025	0.14797	0.366603	0.0721022	0.191395	0.210286	0.180073	0.182767	0.470533	0.150833	0.0998569	0.182334	0.0614769	0.46402	0.256613	0.0427203	0.19678	0.0856946	0.101734	0.229509	0.171913	0.161808	0.161346	0.096782	0.143425	0.0748176	0.35353	0.116966	0.232803	0.0479096	0.202505	0.135522	0.161261	0.249168	0.0833221	0.183896	0.217601	0.192505	0.117882	0.141717	0.100809	0.267808	0.101244	0	0	0	0	0	0	0	0
