1	0.jpg	0.133333	0.376471	0.701961	0.435294	0.478431	0.576471	0.494118	0.631373	0.156863	0.666667	0.513725	0.458824	0.121569	0.505882	0.501961	0.517647
2	1.jpg	0.121569	0.380392	0.619608	0.54902	0.454902	0.478431	0.686275	0.74902	0.164706	0.486275	0.372549	0.466667	0.121569	0.498039	0.505882	0.517647
3	2.jpg	0.129412	0.392157	0.435294	0.737255	0.2	0.470588	0.564706	0.572549	0.156863	0.501961	0.45098	0.494118	0.117647	0.509804	0.517647	0.513725
4	3.jpg	0.196078	0.45098	0.345098	0.47451	0.301961	0.768627	0.733333	0.396078	0.152941	0.482353	0.537255	0.458824	0.117647	0.537255	0.490196	0.47451
5	4.jpg	0.137255	0.509804	0.207843	0.768627	0.572549	0.478431	0.541176	0.380392	0.113725	0.545098	0.47451	0.501961	0.117647	0.513725	0.505882	0.537255
6	5.jpg	0.160784	0.764706	0.686275	0.529412	0.713725	0.454902	0.431373	0.454902	0.180392	0.513725	0.356863	0.360784	0.121569	0.517647	0.521569	0.52549
7	6.jpg	0.0901961	0.552941	0.509804	0.403922	0.580392	0.341176	0.490196	0.47451	0.164706	0.517647	0.47451	0.490196	0.117647	0.521569	0.505882	0.521569
8	7.jpg	0.117647	0.356863	0.854902	0.537255	0.333333	0.662745	0.466667	0.796078	0.160784	0.545098	0.34902	0.4	0.129412	0.47451	0.552941	0.533333
9	8.jpg	0.105882	0.619608	0.776471	0.768627	0.545098	0.517647	0.513725	0.454902	0.164706	0.501961	0.552941	0.376471	0.12549	0.533333	0.533333	0.529412
10	9.jpg	0.113725	0.611765	0.552941	0.415686	0.352941	0.462745	0.458824	0.376471	0.137255	0.556863	0.533333	0.415686	0.121569	0.517647	0.509804	0.521569
11	10.jpg	0.215686	0.462745	0.666667	0.701961	0.447059	0.423529	0.490196	0.486275	0.172549	0.447059	0.478431	0.458824	0.121569	0.533333	0.537255	0.537255
12	11.jpg	0.184314	0.760784	0.764706	0.509804	0.545098	0.639216	0.498039	0.603922	0.145098	0.517647	0.552941	0.368627	0.121569	0.533333	0.54902	0.545098
13	12.jpg	0.109804	0.309804	0.65098	0.290196	0.478431	0.25098	0.592157	0.537255	0.168627	0.439216	0.427451	0.580392	0.121569	0.521569	0.498039	0.533333
14	13.jpg	0.109804	0.466667	0.741176	0.627451	0.458824	0.384314	0.556863	0.572549	0.145098	0.494118	0.6	0.419608	0.117647	0.521569	0.513725	0.513725
15	14.jpg	0.211765	0.247059	0.290196	0.701961	0.427451	0.615686	0.568627	0.501961	0.109804	0.52549	0.619608	0.415686	0.121569	0.541176	0.509804	0.509804
16	15.jpg	0.152941	0.494118	0.933333	0.67451	0.596078	0.470588	0.517647	0.407843	0.160784	0.580392	0.396078	0.356863	0.121569	0.517647	0.517647	0.529412
17	16.jpg	0.0823529	0.658824	0.768627	0.298039	0.643137	0.321569	0.47451	0.486275	0.176471	0.513725	0.494118	0.47451	0.117647	0.513725	0.505882	0.537255
18	17.jpg	0.0901961	0.788235	0.235294	0.34902	0.443137	0.337255	0.533333	0.552941	0.160784	0.52549	0.407843	0.427451	0.121569	0.501961	0.52549	0.513725
19	18.jpg	0.0862745	0.552941	0.694118	0.443137	0.756863	0.658824	0.788235	0.486275	0.176471	0.709804	0.345098	0.435294	0.121569	0.513725	0.603922	0.529412
20	19.jpg	0.14902	0.780392	0.447059	0.682353	0.760784	0.478431	0.545098	0.619608	0.156863	0.529412	0.301961	0.52549	0.121569	0.533333	0.537255	0.529412
21	20.jpg	0.113725	0.458824	0.686275	0.380392	0.282353	0.388235	0.65098	0.388235	0.156863	0.533333	0.447059	0.396078	0.121569	0.513725	0.486275	0.533333
22	21.jpg	0.145098	0.439216	0.254902	0.6	0.568627	0.262745	0.407843	0.686275	0.188235	0.423529	0.541176	0.466667	0.12549	0.541176	0.529412	0.501961
23	22.jpg	0.152941	0.45098	0.537255	0.521569	0.294118	0.490196	0.470588	0.560784	0.145098	0.513725	0.505882	0.447059	0.117647	0.533333	0.537255	0.509804
